Time (s)	Liquid height relative to zero point (mm)
44.2500	-0.6970
44.2667	-0.4073
44.2833	-0.0597
44.3000	0.2590
44.3167	0.5487
44.3333	0.8094
44.3500	0.3459
44.3667	-0.0307
44.3833	-0.4942
44.4000	-0.6680
44.4167	-0.6680
44.4333	-0.5232
44.4500	-0.3204
44.4667	-0.0886
44.4833	0.1431
44.5000	0.3749
44.5167	0.4038
44.5333	0.1141
44.5500	-0.1756
44.5667	-0.4942
44.5833	-0.6680
44.6000	-0.8129
44.6167	-0.6680
44.6333	-0.4652
44.6500	-0.1756
44.6667	0.1431
44.6833	0.4038
44.7000	0.6066
44.7167	0.7514
44.7333	0.6356
44.7500	0.2879
44.7667	-0.0886
44.7833	-0.3783
44.8000	-0.5521
44.8167	-0.4942
44.8333	-0.3494
44.8500	-0.0886
44.8667	0.2010
44.8833	0.3749
44.9000	-0.0017
44.9167	-0.3204
44.9333	-0.5521
44.9500	-0.7260
44.9667	-0.8129
44.9833	-0.9867
45.0000	-1.0446
45.0167	-0.8998
45.0333	-0.6390
45.0500	-0.3204
45.0667	-0.0017
45.0833	0.2010
45.1000	-0.0886
45.1167	-0.2914
45.1333	-0.4942
45.1500	-0.6390
45.1667	-0.7549
45.1833	-0.8708
45.2000	-0.7839
45.2167	-0.5521
45.2333	-0.2335
45.2500	0.1141
45.2667	0.4618
45.2833	0.6935
45.3000	0.8673
45.3167	0.4618
45.3333	0.1141
45.3500	-0.3783
45.3667	-0.7260
45.3833	-0.8418
45.4000	-0.7260
45.4167	-0.5811
45.4333	-0.2914
45.4500	0.0562
45.4667	0.3459
45.4833	0.6066
45.5000	0.7225
45.5167	-0.0307
45.5333	-0.6390
45.5500	-1.1605
45.5667	-1.4502
45.5833	-1.4502
45.6000	-1.3343
45.6167	-1.0156
45.6333	-0.7260
45.6500	-0.4073
45.6667	-0.2045
45.6833	-0.6390
45.7000	-1.0156
45.7167	-1.4212
45.7333	-1.5950
45.7500	-1.6819
45.7667	-1.7978
45.7833	-1.6819
45.8000	-1.5081
45.8167	-1.1605
45.8333	-0.8418
45.8500	-0.4942
45.8667	-0.2625
45.8833	-0.3783
45.9000	-0.7549
45.9167	-1.1025
45.9333	-1.3922
45.9500	-1.5371
45.9667	-1.5081
45.9833	-1.3053
46.0000	-1.1605
46.0167	-0.8708
46.0333	-0.6101
46.0500	-0.3783
46.0667	-0.2914
46.0833	-0.7549
46.1000	-1.2474
46.1167	-1.7399
46.1333	-2.0006
46.1500	-2.0875
46.1667	-2.0295
46.1833	-1.8847
46.2000	-1.5950
46.2167	-1.2764
46.2333	-0.9867
46.2500	-0.8418
46.2667	-1.1895
46.2833	-1.4212
46.3000	-1.7688
46.3167	-1.9137
46.3333	-2.0295
46.3500	-2.0295
46.3667	-1.8847
46.3833	-1.6819
46.4000	-1.3633
46.4167	-1.1025
46.4333	-0.8998
46.4500	-1.0736
46.4667	-1.4212
46.4833	-1.7399
46.5000	-1.9716
46.5167	-2.0875
46.5333	-2.1744
46.5500	-2.0585
46.5667	-1.7688
46.5833	-1.3633
46.6000	-0.9867
46.6167	-0.6101
46.6333	-0.2914
46.6500	-0.0597
46.6667	-0.0017
46.6833	-0.5521
46.7000	-0.9577
46.7167	-1.3633
46.7333	-1.4502
46.7500	-1.3053
46.7667	-1.1605
46.7833	-0.9287
46.8000	-0.6680
46.8167	-0.4073
46.8333	-0.2625
46.8500	-0.4363
46.8667	-0.8129
46.8833	-1.2184
46.9000	-1.5371
46.9167	-1.6530
46.9333	-1.6240
46.9500	-1.4212
46.9667	-1.2474
46.9833	-0.9577
47.0000	-0.7549
47.0167	-0.5521
47.0333	-0.4073
47.0500	-0.5811
47.0667	-0.7839
47.0833	-1.1025
47.1000	-1.3053
47.1167	-1.3922
47.1333	-1.3053
47.1500	-1.0736
47.1667	-0.8129
47.1833	-0.5232
47.2000	-0.2914
47.2167	-0.2914
47.2333	-0.6101
47.2500	-0.8418
47.2667	-1.1025
47.2833	-1.2474
47.3000	-1.4502
47.3167	-1.5660
47.3333	-1.4212
47.3500	-1.2184
47.3667	-0.8418
47.3833	-0.4652
47.4000	-0.1466
47.4167	0.0272
47.4333	-0.3204
47.4500	-0.5811
47.4667	-0.9577
47.4833	-1.2184
47.5000	-1.3633
47.5167	-1.3343
47.5333	-1.1605
47.5500	-0.9577
47.5667	-0.6680
47.5833	-0.3494
47.6000	-0.1756
47.6167	-0.3204
47.6333	-0.6680
47.6500	-1.0736
47.6667	-1.3922
47.6833	-1.5950
47.7000	-1.6530
47.7167	-1.5081
47.7333	-1.2184
47.7500	-0.8129
47.7667	-0.4363
47.7833	-0.1466
47.8000	0.1141
47.8167	-0.1176
47.8333	-0.6390
47.8500	-1.1025
47.8667	-1.5081
47.8833	-1.5950
47.9000	-1.5371
47.9167	-1.3053
47.9333	-1.0446
47.9500	-0.6970
47.9667	-0.4652
47.9833	-0.1756
48.0000	-0.0307
48.0167	-0.3204
48.0333	-0.6390
48.0500	-1.0156
48.0667	-1.3053
48.0833	-1.3922
48.1000	-1.2764
48.1167	-1.0736
48.1333	-0.7839
48.1500	-0.4652
48.1667	-0.1466
48.1833	0.1141
48.2000	0.3459
48.2167	0.2010
48.2333	-0.6390
48.2500	-1.2184
48.2667	-1.7978
48.2833	-1.8847
48.3000	-1.7688
48.3167	-1.5371
48.3333	-1.2474
48.3500	-0.9287
48.3667	-0.6390
48.3833	-0.3783
48.4000	-0.4942
48.4167	-0.8998
48.4333	-1.3343
48.4500	-1.7109
48.4667	-1.8268
48.4833	-1.7109
48.5000	-1.5371
48.5167	-1.2474
48.5333	-0.8708
48.5500	-0.5811
48.5667	-0.3204
48.5833	-0.0597
48.6000	-0.3783
48.6167	-1.2184
48.6333	-1.7399
48.6500	-2.1744
48.6667	-2.2323
48.6833	-2.0875
48.7000	-1.8847
48.7167	-1.5950
48.7333	-1.2764
48.7500	-0.9867
48.7667	-0.7549
48.7833	-0.9577
48.8000	-1.3053
48.8167	-1.6530
48.8333	-2.0006
48.8500	-2.0875
48.8667	-2.0295
48.8833	-1.7978
48.9000	-1.5660
48.9167	-1.2474
48.9333	-0.9287
48.9500	-0.6680
48.9667	-0.4942
48.9833	-0.3783
49.0000	-0.9287
49.0167	-1.2764
49.0333	-1.7688
49.0500	-1.9137
49.0667	-1.7978
49.0833	-1.5950
49.1000	-1.3343
49.1167	-1.0446
49.1333	-0.8129
49.1500	-0.6390
49.1667	-0.7260
49.1833	-1.0736
49.2000	-1.4791
49.2167	-1.7978
49.2333	-1.9716
49.2500	-1.9716
49.2667	-1.8557
49.2833	-1.6530
49.3000	-1.3922
49.3167	-1.1025
49.3333	-0.8708
49.3500	-0.7260
49.3667	-0.8998
49.3833	-1.0736
49.4000	-1.3633
49.4167	-1.4791
49.4333	-1.7688
49.4500	-1.6819
49.4667	-1.5371
49.4833	-1.2764
49.5000	-1.0156
49.5167	-0.7549
49.5333	-0.8129
49.5500	-1.1025
49.5667	-1.3053
49.5833	-1.5081
49.6000	-1.6819
49.6167	-1.8557
49.6333	-1.9716
49.6500	-1.8268
49.6667	-1.5950
49.6833	-1.2474
49.7000	-0.9577
49.7167	-0.6970
49.7333	-0.9867
49.7500	-1.2764
49.7667	-1.5371
49.7833	-1.7399
49.8000	-1.8557
49.8167	-2.0585
49.8333	-2.0585
49.8500	-1.8847
49.8667	-1.5950
49.8833	-1.2474
49.9000	-0.9867
49.9167	-1.1605
49.9333	-1.4502
49.9500	-1.5660
49.9667	-1.6819
49.9833	-1.7399
50.0000	-1.8268
50.0167	-1.8847
50.0333	-1.7109
50.0500	-1.4502
50.0667	-1.1025
50.0833	-0.7839
50.1000	-0.5521
50.1167	-0.4652
50.1333	-0.7260
50.1500	-0.8998
50.1667	-1.2184
50.1833	-1.4212
50.2000	-1.6530
50.2167	-1.7109
50.2333	-1.5950
50.2500	-1.2764
50.2667	-0.9577
50.2833	-0.6101
50.3000	-0.2914
50.3167	-0.3783
50.3333	-0.8998
50.3500	-1.3053
50.3667	-1.6819
50.3833	-1.8557
50.4000	-1.9426
50.4167	-1.8847
50.4333	-1.7109
50.4500	-1.5081
50.4667	-1.2474
50.4833	-1.0156
50.5000	-1.1025
50.5167	-1.2474
50.5333	-1.3922
50.5500	-1.4791
50.5667	-1.5660
50.5833	-1.6530
50.6000	-1.5660
50.6167	-1.3343
50.6333	-1.0446
50.6500	-0.6101
50.6667	-0.2914
50.6833	-0.0307
50.7000	0.2300
50.7167	0.0852
50.7333	-0.3494
50.7500	-0.7839
50.7667	-1.1315
50.7833	-1.2474
50.8000	-1.1315
50.8167	-0.9577
50.8333	-0.6680
50.8500	-0.3494
50.8667	-0.0597
50.8833	0.2300
50.9000	0.3749
50.9167	0.0852
50.9333	-0.3204
50.9500	-0.7549
50.9667	-1.0446
50.9833	-1.1315
51.0000	-0.9867
51.0167	-0.7549
51.0333	-0.4652
51.0500	-0.1176
51.0667	0.2010
51.0833	0.4618
51.1000	0.6645
51.1167	0.2879
51.1333	-0.2625
51.1500	-0.7549
51.1667	-1.1025
51.1833	-1.0736
51.2000	-0.8708
51.2167	-0.6390
51.2333	-0.3494
51.2500	-0.0597
51.2667	0.2010
51.2833	0.5487
51.3000	0.5487
51.3167	0.0852
51.3333	-0.2914
51.3500	-0.6680
51.3667	-0.8129
51.3833	-0.6970
51.4000	-0.5232
51.4167	-0.2625
51.4333	0.0562
51.4500	0.3169
51.4667	0.4907
51.4833	0.2300
51.5000	-0.1756
51.5167	-0.5811
51.5333	-0.8708
51.5500	-0.9577
51.5667	-0.9867
51.5833	-0.8418
51.6000	-0.6101
51.6167	-0.2625
51.6333	0.0272
51.6500	0.3459
51.6667	0.5197
51.6833	0.2590
51.7000	-0.0017
51.7167	-0.3204
51.7333	-0.5232
51.7500	-0.6970
51.7667	-0.6680
51.7833	-0.4652
51.8000	-0.2045
51.8167	0.0562
51.8333	0.3169
51.8500	0.1431
51.8667	-0.3494
51.8833	-0.6680
51.9000	-0.9577
51.9167	-1.0736
51.9333	-1.2474
51.9500	-1.3633
51.9667	-1.2764
51.9833	-1.0446
52.0000	-0.6970
52.0167	-0.2914
52.0333	0.0272
52.0500	-0.0886
52.0667	-0.4652
52.0833	-0.7260
52.1000	-1.0446
52.1167	-1.1895
52.1333	-1.4212
52.1500	-1.4212
52.1667	-1.2764
52.1833	-0.9867
52.2000	-0.6101
52.2167	-0.2625
52.2333	-0.0017
52.2500	0.1141
52.2667	-0.4363
52.2833	-0.8708
52.3000	-1.3633
52.3167	-1.5660
52.3333	-1.6819
52.3500	-1.6240
52.3667	-1.4791
52.3833	-1.2184
52.4000	-0.8998
52.4167	-0.6680
52.4333	-0.6101
52.4500	-0.8998
52.4667	-1.1895
52.4833	-1.4791
52.5000	-1.5950
52.5167	-1.7399
52.5333	-1.7399
52.5500	-1.5081
52.5667	-1.2184
52.5833	-0.9287
52.6000	-0.6101
52.6167	-0.3204
52.6333	-0.1176
52.6500	-0.3783
52.6667	-1.0446
52.6833	-1.5950
52.7000	-2.0875
52.7167	-2.2323
52.7333	-2.1454
52.7500	-1.9716
52.7667	-1.6530
52.7833	-1.2474
52.8000	-0.8708
52.8167	-0.5232
52.8333	-0.2045
52.8500	0.0272
52.8667	-0.7260
52.8833	-1.1895
52.9000	-1.8268
52.9167	-1.9716
52.9333	-1.8557
52.9500	-1.7109
52.9667	-1.4791
52.9833	-1.3053
53.0000	-1.0736
53.0167	-1.0736
53.0333	-1.3922
53.0500	-1.6819
53.0667	-1.9716
53.0833	-2.1165
53.1000	-2.2034
53.1167	-2.1454
53.1333	-1.9426
53.1500	-1.6530
53.1667	-1.3343
53.1833	-1.0736
53.2000	-0.8418
53.2167	-0.9577
53.2333	-1.1605
53.2500	-1.4791
53.2667	-1.7399
53.2833	-1.9137
53.3000	-1.9716
53.3167	-1.7978
53.3333	-1.5660
53.3500	-1.1895
53.3667	-0.8708
53.3833	-0.5811
53.4000	-0.3494
53.4167	-0.3783
53.4333	-0.7549
53.4500	-1.1605
53.4667	-1.5371
53.4833	-1.7109
53.5000	-1.7399
53.5167	-1.4791
53.5333	-1.2184
53.5500	-0.8129
53.5667	-0.4942
53.5833	-0.1466
53.6000	0.1141
53.6167	0.2010
53.6333	-0.4073
53.6500	-0.8129
53.6667	-1.2184
53.6833	-1.3633
53.7000	-1.2474
53.7167	-1.0736
53.7333	-0.8418
53.7500	-0.5521
53.7667	-0.3494
53.7833	-0.1756
53.8000	-0.4073
53.8167	-0.6390
53.8333	-0.9577
53.8500	-1.1315
53.8667	-1.2474
53.8833	-1.2474
53.9000	-1.0736
53.9167	-0.8129
53.9333	-0.4363
53.9500	-0.1176
53.9667	0.1721
53.9833	0.4328
54.0000	0.5487
54.0167	0.1721
54.0333	-0.2335
54.0500	-0.6680
54.0667	-0.9287
54.0833	-0.9287
54.1000	-0.7839
54.1167	-0.5811
54.1333	-0.3494
54.1500	-0.1176
54.1667	0.0272
54.1833	-0.2335
54.2000	-0.4652
54.2167	-0.7839
54.2333	-1.0156
54.2500	-1.2184
54.2667	-1.3343
54.2833	-1.2184
54.3000	-0.9867
54.3167	-0.6680
54.3333	-0.3204
54.3500	-0.0017
54.3667	0.2300
54.3833	0.2010
54.4000	-0.3204
54.4167	-0.7839
54.4333	-1.2474
54.4500	-1.4791
54.4667	-1.5081
54.4833	-1.3633
54.5000	-1.1025
54.5167	-0.7260
54.5333	-0.3783
54.5500	-0.0597
54.5667	0.2300
54.5833	0.2300
54.6000	-0.4363
54.6167	-0.9287
54.6333	-1.4212
54.6500	-1.5950
54.6667	-1.5950
54.6833	-1.4212
54.7000	-1.1605
54.7167	-0.8418
54.7333	-0.5232
54.7500	-0.2045
54.7667	-0.0017
54.7833	-0.4942
54.8000	-1.1315
54.8167	-1.6530
54.8333	-2.0006
54.8500	-2.0585
54.8667	-1.9716
54.8833	-1.8268
54.9000	-1.6240
54.9167	-1.4212
54.9333	-1.3633
54.9500	-1.5371
54.9667	-1.7109
54.9833	-1.8557
55.0000	-2.0006
55.0167	-2.0875
55.0333	-2.1744
55.0500	-2.0006
55.0667	-1.7399
55.0833	-1.4212
55.1000	-1.0446
55.1167	-0.6970
55.1333	-0.4363
55.1500	-0.2914
55.1667	-0.7260
55.1833	-1.1605
55.2000	-1.5660
55.2167	-1.7978
55.2333	-1.8847
55.2500	-1.7399
55.2667	-1.4791
55.2833	-1.0736
55.3000	-0.6970
55.3167	-0.2914
55.3333	-0.0017
55.3500	-0.0597
55.3667	-0.5232
55.3833	-0.9287
55.4000	-1.4502
55.4167	-1.5950
55.4333	-1.5950
55.4500	-1.5081
55.4667	-1.2764
55.4833	-1.0156
55.5000	-0.6970
55.5167	-0.5232
55.5333	-0.8418
55.5500	-1.1025
55.5667	-1.3922
55.5833	-1.6530
55.6000	-1.7399
55.6167	-1.7399
55.6333	-1.6530
55.6500	-1.5081
55.6667	-1.1895
55.6833	-0.9287
55.7000	-0.6970
55.7167	-0.7549
55.7333	-0.9867
55.7500	-1.1895
55.7667	-1.3922
55.7833	-1.5081
55.8000	-1.6819
55.8167	-1.6240
55.8333	-1.3633
55.8500	-1.0156
55.8667	-0.5811
55.8833	-0.1756
55.9000	0.1431
55.9167	0.3459
55.9333	0.4907
55.9500	-0.0307
55.9667	-0.5521
55.9833	-0.9867
56.0000	-1.2184
56.0167	-1.1025
56.0333	-0.9287
56.0500	-0.6390
56.0667	-0.3783
56.0833	-0.1466
56.1000	0.1141
56.1167	0.2590
56.1333	-0.0886
56.1500	-0.4363
56.1667	-0.8129
56.1833	-1.0446
56.2000	-1.0446
56.2167	-0.9287
56.2333	-0.6970
56.2500	-0.4073
56.2667	-0.1466
56.2833	0.1141
56.3000	0.3459
56.3167	0.4328
56.3333	0.0562
56.3500	-0.2914
56.3667	-0.6680
56.3833	-0.9577
56.4000	-1.0446
56.4167	-0.8998
56.4333	-0.6680
56.4500	-0.3783
56.4667	-0.0886
56.4833	-0.1466
56.5000	-0.5521
56.5167	-0.7839
56.5333	-1.0156
56.5500	-1.1605
56.5667	-1.3053
56.5833	-1.4502
56.6000	-1.3633
56.6167	-1.1605
56.6333	-0.8708
56.6500	-0.5521
56.6667	-0.3204
56.6833	-0.4942
56.7000	-0.6390
56.7167	-0.7549
56.7333	-0.9867
56.7500	-1.1315
56.7667	-1.2764
56.7833	-1.2764
56.8000	-1.0736
56.8167	-0.7549
56.8333	-0.3494
56.8500	-0.0597
56.8667	0.1721
56.8833	0.3459
56.9000	-0.0307
56.9167	-0.4073
56.9333	-0.7839
56.9500	-1.0446
56.9667	-1.2474
56.9833	-1.2474
